record,uuid,date,s2,s3,s4,s5r1,s5r2,s5r3,s5r4,s5r5,s5r6,s5r7,s6,s6r22oe,origcat,state,akc,alc,arc,azc,cac,coc,ctc,dec,flc,gac,hic,iac,idc,ilc,inc,ksc,kyc,lac,mac,mec,mdc,mic,mnc,moc,msc,mtc,ncc,ndc,nec,nhc,nmc,nvc,njc,nyc,ohc,okc,orc,pac,ric,scc,sdc,tnc,txc,utc,vac,vtc,wac,wic,wvc,wyc,s9,educat,s10,q1,q2,splitassignment1,pipeq3r1,pipeq3r2,pipeq3none,q3,q3r8oe,pipeq4r3,pipeq4r2,pipeq4none,q4r1,q4r2,q4r3,q4r4,q4r5,q4r6,q4r7,q4r8,q4r9,q5,q6,q7,q8r1,q8r2,q8r3,q8r4,q8r5,q8r6,q8r7,q8r8,q8r9,q8r10,q8r11,q8r12,q9,q10,q11,q12,q13,criminality,q14r1,q14r2,q14r3,q14r4,q14r5,q15,q16,q17r1,q18,q19,q20r1,q20r2,q20r3,q20r4,q20r5,q21,q71,q22,q23,q24,q25,q26,q27,q28,q29r1,q29r2,q29r3,q29r4,q29r5,q29r6,q30r1,q30r2,q30r3,q30r4,q30r5,q30r6,q30r7,q30r8,oaxaca_treatments,q31,q32,q33,q34,q35r1,q35r2,q35r3,q35r4,q35r5,q36,q37,q37r8oe,q38,q38r8oe,q39,q40,q41,q42,q43,q44,q45,q46,q47,q48,q49,q50r1,q50r2,q50r3,q50r4,q50r5,q50r6,q50r7,q50r7oe,q51,q52r1,q52r2,q52r3,q52r4,q52r5,q52r6,q52r7,q52r8,q52r9,q52r10,q52r11,q52r12,q52r13,q52r14,q72,q53a,q53b,q54,q55,q56r1,q56r2,q56r3,q56r4,q56r5,q56r6,q56r7,q56r8,q56r9,q57,q58,q59,q60,q61,q62,q63r1,q63r2,q63r3,q63r4,q63r5,q63r6,q63r7,q64,q65,q66,q67,q68r1,q68r2,q68r3,q68r4,q68r5,q68r6,q68r7,q68r8,q69r1,q69r2,q69r3,q69r4,q69r5,q69r6,q69r7,q69r8,q69r9,q69r10,q69r11,q69r12,q69r13,q69r14,q69r15,q69r16,q69r17,q69r18,q69r19,q69r20,q69r21,q69r22,q69r23,q69r24,q69r25,q69r26,q69r27,q69r28,q69r29,q69r30,q69r31,q69r32,q69r31oe,q70,vlist,qtime,vmobiledevice,vmobileos,start_date,declang,weight
1356,7qft88e97qn8gtd5,4/29/25 12:49,4,2,2,0,1,0,0,0,0,0,21,,3,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,6,3,1,24,1,2,0,1,0,2,,0,1,0,2,3,3,3,2,1,3,2,2,,2,1,0,0,0,0,0,1,0,0,1,,0,0,5,5,5,,5,5,0,0,0,1,0,2,2,7,1,4,0,0,0,0,1,3,1,1,2,,1,3,1,4,2,2,2,1,2,2,0,0,1,0,0,0,1,0,2,5,4,1,2,0,1,0,0,0,5,,,3,,3,2,1,1,4,5,5,2,2,2,3,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,2,1,0,0,0,0,1,0,0,0,0,5,1,9,2,1,4,0,0,0,0,0,1,0,3,2,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,74134,9,633.21,1,2,4/29/25 12:38,spanish,0.7915986
1888,qvs11km8n8bbxbe8,4/29/25 16:26,5,2,2,0,1,0,0,0,0,0,8,,5,10,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,1,16,1,2,0,1,0,1,,0,1,0,3,3,3,3,3,3,3,3,3,,1,4,0,0,0,0,0,0,0,0,0,,0,1,5,5,5,,5,5,0,0,0,0,1,3,3,4,3,4,0,0,0,0,1,3,3,2,1,,3,4,1,4,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,5,3,2,4,0,0,0,1,0,3,,,3,,4,2,1,1,3,4,3,2,2,1,3,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,,,0,0,0,0,0,0,0,0,1,,3,7,1,2,1,0,0,0,0,0,0,1,1,3,,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,32601,8,853.56,5,6,4/29/25 16:11,english,0.8795539
1943,4ah3suy19pmw5m7e,4/29/25 17:00,6,2,2,1,1,0,0,0,0,0,19,,6,26,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,5,70,2,2,0,1,0,6,,0,1,0,2,3,2,3,3,2,3,3,3,,1,2,0,0,0,0,0,0,0,1,1,0,,0,5,5,5,,5,5,1,0,0,0,0,3,2,5,3,4,0,0,0,0,1,1,4,2,2,,3,3,6,2,2,3,3,3,2,2,1,0,0,1,1,0,0,0,4,5,5,1,3,0,1,0,1,0,5,,,1,,2,2,2,1,2,4,4,4,4,3,3,,,,,,,,,,1,1,0,1,1,0,1,0,1,1,1,1,1,0,2,3,2,1,4,0,0,1,0,0,0,0,0,0,1,3,1,2,2,4,1,0,0,0,0,0,0,,2,1,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,64130,6,1179.2,1,2,4/29/25 16:40,english,1.034769
2036,6yz4n2w8g5wpps11,4/29/25 17:27,2,2,2,0,1,0,0,0,0,0,8,,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,5,2,2,6,2,2,0,1,0,5,,0,1,0,3,2,3,1,2,1,1,2,3,,2,1,0,0,1,0,0,0,0,0,0,0,,0,3,2,1,,5,5,0,1,0,0,0,1,2,4,2,2,0,1,0,0,0,3,2,3,3,,3,3,4,3,1,1,3,2,2,2,1,0,0,0,0,0,0,0,3,4,4,1,1,1,0,0,0,0,5,,,7,,4,2,2,4,2,1,2,3,3,1,2,0,0,0,1,0,0,0,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,8,3,3,0,0,1,0,0,0,0,0,0,4,2,4,3,3,2,0,1,0,0,0,0,0,,3,,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3060,8,286.68,1,1,4/29/25 17:22,spanish,0.7525595
2478,mfty4e3nrgeq3bf5,4/30/25 14:42,4,2,2,0,1,0,0,0,0,0,13,,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,7,3,1,17,2,2,0,1,0,5,,0,1,0,3,3,2,2,3,3,3,3,3,,2,2,0,0,0,0,0,0,0,0,0,,0,1,5,5,3,,5,5,1,0,0,0,0,1,1,4,2,5,0,0,0,0,1,3,3,1,1,,2,1,3,3,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,3,3,3,2,0,0,0,0,1,1,,,1,,2,3,1,1,5,3,3,4,3,3,3,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,,,0,0,1,0,0,0,0,0,0,1,3,13,1,2,4,1,0,0,0,0,0,0,1,3,,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22003,1,1449.28,6,6,4/30/25 14:13,english,0.8155863
2506,bnd15y6yr6mxwfsu,4/30/25 15:19,4,2,2,0,1,0,0,0,0,0,13,,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,3,1,1,13,2,2,0,1,0,1,,0,1,0,1,1,1,3,1,3,1,2,1,,1,1,1,0,0,0,0,0,0,0,0,,0,0,1,1,2,,5,5,1,0,0,0,0,2,1,7,3,4,0,0,0,0,1,3,3,1,1,,3,1,5,3,2,3,2,3,2,2,0,0,0,0,1,0,0,0,3,3,2,3,3,1,0,0,0,0,1,,,4,,3,2,1,1,2,5,5,3,1,1,3,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,1,0,0,0,0,0,0,0,0,1,,3,1,2,1,1,1,0,0,0,0,0,0,1,2,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,88220,1,1258.3,6,6,4/30/25 14:58,spanish,1.076574
2606,f9k994rmg87zvnmf,4/30/25 22:06,4,1,2,0,1,0,0,0,0,0,7,,4,23,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,31,2,2,0,1,0,1,,0,1,0,2,2,2,2,2,2,2,2,2,,2,1,0,0,0,0,0,0,0,0,0,0,,1,5,5,4,,5,5,0,1,0,0,0,4,1,7,2,4,0,0,0,0,1,1,3,1,1,,3,3,8,4,2,2,2,2,2,2,1,0,0,1,1,0,0,0,1,1,2,2,3,0,0,1,0,0,4,,,3,,1,3,1,1,1,5,5,3,2,3,2,0,0,1,0,0,0,0,,2,1,1,0,1,1,0,0,0,0,1,1,1,1,0,3,5,0,,,1,0,0,0,0,0,1,0,0,2,3,3,1,1,2,0,0,0,0,0,0,1,,3,,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49319,8,1593.98,1,2,4/30/25 21:39,english,0.8840747
2769,10emdt5cqns4hjrn,5/13/25 16:57,6,2,2,0,1,0,0,0,0,0,13,,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,1,1,1,24,2,2,0,1,0,1,,0,1,0,2,1,2,3,3,2,1,2,2,,1,2,0,0,0,0,0,0,1,0,0,,0,0,5,5,5,,5,5,0,1,1,0,0,1,1,7,1,4,0,0,0,0,1,3,1,2,1,,1,4,16,3,2,2,2,2,2,2,0,0,1,0,0,0,0,0,3,1,3,2,2,0,0,0,0,1,4,,,4,,5,2,1,1,2,5,4,4,3,1,2,0,1,0,0,0,0,0,,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,5,4,2,2,0,1,0,0,0,0,1,0,0,4,2,7,2,3,2,0,0,0,1,1,0,0,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,75040,1,1713.39,6,6,5/1/25 14:34,spanish,1.480289
2796,dusny07cdm2p0g1e,5/1/25 15:00,2,2,2,0,1,0,0,0,0,0,11,,2,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,3,1,4,26,2,2,0,1,0,6,,0,1,0,2,2,1,2,2,2,1,2,2,,1,2,1,0,0,1,1,1,0,1,1,0,,0,5,5,5,,5,5,1,0,0,0,0,1,2,5,3,4,0,0,0,0,1,3,4,1,1,,3,4,2,2,3,3,3,3,2,3,0,0,1,1,1,0,0,0,3,5,5,2,4,0,0,0,0,1,2,,,3,,3,2,1,1,1,5,5,1,1,2,2,0,0,0,1,0,0,0,,2,1,1,0,1,1,0,0,0,0,1,0,1,1,0,3,5,1,1,3,1,1,0,0,1,0,0,0,0,1,2,10,3,1,1,0,1,1,1,1,0,0,,2,2,,0,0,0,1,0,0,0,0,0,1,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,77086,2,708.78,1,1,5/1/25 14:47,english,1.490068
2798,rfvt7136zydcrwew,5/1/25 15:54,3,1,2,0,1,0,0,0,0,0,13,,1,5,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,5,8,1,2,0,1,0,1,,0,1,0,2,1,2,1,1,2,2,1,2,,1,1,0,1,0,1,0,0,0,1,0,0,,0,5,5,5,,5,5,0,0,0,1,0,2,2,7,2,4,0,0,0,0,1,1,1,1,1,,2,3,9,3,2,2,2,2,2,2,0,0,1,0,0,1,1,0,3,5,5,2,4,0,0,0,0,1,4,,,3,,1,2,2,1,2,4,4,1,1,2,3,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,2,5,1,2,2,0,0,0,0,0,0,0,0,1,,1,13,2,3,2,0,1,0,1,0,0,0,,3,,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,93030,1,256.28,6,6,5/1/25 14:49,spanish,0.946844
2866,apkfdjeyy8u9w2pa,5/1/25 15:43,4,1,2,1,1,0,0,0,0,0,17,,3,5,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,1,25,1,2,0,1,0,8,Political Assylum,0,1,0,3,2,2,2,2,2,3,2,3,,4,2,0,0,0,0,0,1,0,0,0,,0,0,5,5,5,,5,5,0,0,0,1,0,1,1,7,3,4,0,0,0,0,1,1,1,1,1,,3,1,2,4,2,2,2,2,2,2,0,0,0,0,0,1,0,0,4,1,1,2,1,1,0,0,0,0,4,,,3,,1,1,3,1,3,5,5,4,4,1,3,,,,,,,,,,0,1,0,1,1,0,1,0,0,1,1,1,1,0,2,2,0,,,0,0,0,0,0,0,0,0,1,,3,10,1,1,3,1,0,0,0,0,0,0,1,2,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,92592,2,926.61,5,6,5/1/25 15:27,english,0.8069694
2868,gxtyq6zsc50t424h,5/1/25 15:51,6,2,2,0,1,0,0,0,0,0,21,,3,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,,,,,7,3,2,6,2,2,0,1,0,3,,0,1,0,3,3,2,3,3,2,3,3,3,,4,1,0,0,0,0,0,0,0,0,0,0,,1,5,5,4,,5,5,0,0,0,1,0,2,1,7,2,4,0,0,0,0,1,3,4,3,1,,3,1,3,3,2,2,2,2,2,2,0,0,1,0,0,0,0,0,2,1,1,1,3,0,0,0,0,1,5,,,3,,2,2,1,1,2,5,3,4,1,3,3,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,2,2,0,0,0,0,0,0,0,0,1,,3,6,1,2,2,0,0,0,0,0,0,1,,1,2,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,78750,2,1314.08,1,1,5/1/25 15:29,spanish,1.396939
3030,njyfcwv1bnczcbe1,5/1/25 17:49,5,1,2,0,1,0,0,0,0,0,13,,1,5,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,6,36,2,2,0,1,0,1,,0,1,0,2,2,2,2,3,1,1,1,2,,3,4,1,0,1,0,0,0,1,1,1,0,,0,5,5,5,,5,5,0,1,0,0,0,3,2,7,3,4,0,0,0,0,1,2,1,1,1,,3,3,4,4,3,3,3,3,2,1,0,1,0,1,0,0,0,0,4,1,2,1,2,0,1,0,0,0,3,,,4,,3,1,1,1,1,5,5,1,1,2,3,,,,,,,,,,1,0,0,1,1,0,0,0,0,1,1,1,1,0,2,4,0,,,1,0,0,0,0,0,0,0,0,1,2,6,2,1,1,0,1,0,0,0,0,0,,3,,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,92311,2,1250.36,1,1,5/1/25 17:28,spanish,1.183555
3038,byktvhyq2u6b4ycc,5/1/25 18:16,4,2,2,0,1,0,0,0,0,0,13,,1,5,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,6,40,2,2,0,1,0,3,,0,1,0,3,2,2,2,3,2,2,2,2,,1,1,0,0,0,0,0,0,0,0,1,0,,0,5,5,5,,5,5,0,1,0,0,0,2,2,7,2,1,0,0,0,0,1,1,1,2,2,,3,4,4,3,2,2,2,2,2,2,0,1,0,0,1,1,0,0,2,4,4,3,3,0,0,0,1,0,2,,,3,,2,2,2,1,2,4,4,2,2,3,3,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,1,0,2,3,0,,,0,0,0,0,0,0,0,0,1,,2,13,2,2,3,0,0,0,0,0,0,1,,2,2,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,93280,1,2065.24,6,6,5/1/25 17:34,spanish,1.108238
3175,pep1h5h36ztpyff8,5/1/25 19:14,5,1,2,0,1,0,0,0,0,0,13,,1,24,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,2,10,2,2,0,1,0,8,Marriage,0,1,0,2,1,2,2,1,2,1,1,2,,1,2,1,0,0,0,0,1,1,1,1,0,,0,5,5,5,,5,5,0,0,0,0,1,3,3,7,3,4,0,0,0,0,1,1,1,1,1,,3,1,10,1,3,3,3,3,3,3,1,1,0,1,1,0,0,0,3,1,1,2,4,1,0,0,1,0,5,,,1,,3,1,1,1,1,5,5,1,1,1,2,0,0,0,0,0,1,0,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,3,2,1,1,5,0,0,0,0,0,0,1,0,0,1,2,11,1,1,4,0,0,0,0,0,0,1,,2,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,56529,4,1041.2,1,2,5/1/25 18:56,english,1.024723
3256,ht0fkhk2ttzqvmkj,5/1/25 19:37,3,1,2,0,1,0,0,0,0,0,13,,1,16,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,31,2,2,0,1,0,6,,0,1,0,2,2,2,2,2,2,2,2,2,,3,1,0,0,0,0,0,1,0,0,1,,0,0,5,5,5,,5,5,0,0,0,1,0,1,1,5,1,3,0,0,0,0,1,3,4,1,2,,2,3,8,4,2,2,2,2,2,2,0,1,0,0,0,1,1,0,3,4,4,2,2,0,0,0,1,0,4,,,1,,2,2,3,3,2,5,5,3,3,1,3,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,1,1,0,3,4,1,3,2,0,0,0,0,0,0,0,0,1,,3,4,1,3,2,0,0,0,0,1,0,0,1,2,2,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50220,4,1030.5,5,6,5/1/25 19:20,spanish,0.5574493
3397,w2wmsddjy6jrypjh,5/1/25 20:32,5,2,2,0,1,0,0,0,0,0,7,,4,10,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,4,2,2,2,0,1,0,3,,0,1,0,2,2,2,2,2,3,2,2,2,,4,1,0,0,0,0,0,0,0,0,0,1,,0,5,5,3,,5,5,0,0,0,0,1,2,1,7,1,4,0,0,0,0,1,3,3,1,1,,1,4,4,4,2,2,3,2,2,2,0,0,0,0,1,0,0,0,2,1,1,2,3,1,0,0,0,0,4,,,3,,2,2,2,2,4,5,5,2,2,1,3,,,,,,,,,,1,1,0,0,0,0,1,1,1,1,0,0,1,0,3,2,2,2,1,0,0,0,0,0,0,0,0,1,,2,8,4,3,1,1,0,0,0,0,0,0,,1,2,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,33015,2,1954.48,1,2,5/1/25 19:56,spanish,0.8278155
3467,bpmy5wk12w3ryqd9,5/1/25 20:46,2,2,2,0,1,0,0,0,0,0,13,,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,4,2,2,25,2,2,0,1,0,6,,0,1,0,2,1,1,1,3,2,1,1,1,,3,2,0,0,0,0,0,0,0,0,1,1,,0,5,5,4,,5,5,0,0,0,0,1,2,2,6,2,4,0,0,0,0,1,3,3,1,1,,2,4,1,2,1,3,2,2,2,2,0,0,1,1,1,0,0,0,3,3,3,3,3,0,0,0,0,1,6,,,4,,2,1,4,1,5,3,2,3,2,3,3,,,,,,,,,,1,1,0,0,1,0,0,0,0,1,1,1,0,0,3,2,0,,,1,1,0,1,1,0,1,0,0,6,2,1,4,4,4,0,0,0,0,1,0,0,,2,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,78223,4,1272.93,5,6,5/1/25 20:24,spanish,0.9211329
3507,jb25s8ua2v3vvtxq,5/1/25 20:48,2,2,2,0,1,0,0,0,0,0,12,,2,25,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,5,3,2,2,0,1,0,5,,0,1,0,1,1,2,1,2,1,1,2,2,,1,1,1,0,0,0,0,0,0,0,0,0,,0,5,2,3,,5,5,1,0,0,0,0,2,2,1,2,3,0,0,0,0,1,3,4,5,5,,3,5,7,5,1,1,3,1,1,1,0,0,0,0,0,0,1,0,2,5,5,2,5,0,0,0,0,1,5,,,9,,5,3,4,5,5,1,1,2,2,3,3,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,2,1,0,0,0,0,0,0,0,0,1,,4,13,2,4,4,0,0,0,0,0,0,1,,4,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,39157,2,479.15,1,1,5/1/25 20:40,spanish,0.9030713
3697,sv3f0k3yt7cej4z5,5/1/25 22:37,4,2,2,0,1,0,0,0,0,0,13,,1,5,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,40,2,2,0,1,0,3,,0,1,0,2,2,1,1,1,2,2,2,1,,3,3,0,0,0,0,0,0,0,0,0,0,,1,5,5,4,,5,5,1,0,0,0,0,3,2,4,2,4,0,0,0,0,1,3,3,2,1,,2,3,9,3,3,3,2,3,1,3,0,0,0,0,1,0,0,0,4,5,5,1,3,0,0,0,0,1,4,,,3,,3,2,2,1,2,4,4,1,1,2,3,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,0,1,,2,2,3,3,3,1,0,0,0,0,0,0,,3,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Mexican,91344,4,896.42,1,1,5/1/25 22:21,english,1.108238
3710,vbnaev8ja51gcz8j,5/1/25 22:56,5,2,2,0,1,0,0,0,0,0,13,,1,5,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,34,1,2,0,1,0,1,,0,1,0,3,3,3,3,3,3,3,3,3,,1,1,0,0,0,0,0,0,1,0,0,,0,0,5,5,5,,5,5,0,0,0,1,0,4,1,7,1,3,0,0,0,0,1,3,4,1,1,,3,1,3,1,2,2,3,2,2,2,1,1,1,0,1,0,0,0,1,2,2,1,3,0,0,0,0,1,1,,,4,,3,1,1,1,1,5,5,1,1,1,3,,,,,,,,,,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,4,0,,,0,0,0,0,0,0,0,0,1,,3,3,1,1,2,1,0,0,0,0,0,0,1,2,1,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,92395,2,1240.12,1,2,5/1/25 22:35,spanish,0.9420023
3780,aaj0mwg1nhcrntbp,5/2/25 0:07,2,2,2,0,1,0,0,0,0,0,5,,3,11,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,22,2,2,0,1,0,6,,0,1,0,3,2,2,2,3,2,3,2,2,,1,4,1,0,0,0,0,0,0,1,0,,0,0,5,5,5,,5,5,0,0,0,1,0,3,2,7,3,4,0,0,0,0,1,3,4,1,1,,3,4,2,3,3,3,3,2,1,2,0,0,0,1,1,0,0,0,3,1,1,2,5,1,0,0,0,0,5,,,3,,3,2,1,1,1,5,1,1,1,2,3,,,,,,,,,,1,1,0,1,1,0,0,0,0,1,1,0,1,0,2,2,0,,,0,0,0,0,0,0,0,0,1,,3,1,2,2,4,1,0,0,0,0,0,0,2,3,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Hispanic,31907,3,2199.79,1,1,5/1/25 23:27,english,0.575708
3866,ygx99rcn6buuumuq,5/2/25 6:48,5,1,2,0,1,0,0,0,0,0,15,,2,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,5,2,1,38,1,2,0,1,0,6,,0,1,0,3,3,2,2,3,2,2,2,3,,1,1,1,1,1,1,1,1,1,1,1,,1,0,5,5,5,,5,5,0,0,0,1,0,3,3,3,3,4,0,0,0,0,1,1,1,1,1,,3,1,4,1,2,3,3,2,2,2,0,0,0,1,1,0,0,0,2,1,1,2,4,1,0,0,0,0,5,,,2,,3,2,1,1,1,4,4,2,2,3,3,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,,,1,1,1,0,0,1,0,1,0,1,3,2,1,1,4,1,0,0,0,0,0,0,1,2,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,76542,4,15983.28,3,2,5/2/25 2:22,english,0.9837342
3991,xnfdz253w1zgn8ez,5/2/25 11:18,6,1,2,0,1,0,0,0,0,0,19,,6,3,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,6,2,2,0,1,0,3,,0,1,0,2,2,2,2,2,2,3,2,2,,1,1,0,0,0,0,0,0,0,0,1,0,,0,5,5,4,,5,5,1,1,0,0,0,2,3,2,3,4,0,0,0,0,1,3,1,1,2,,3,2,3,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,2,2,2,2,4,0,0,0,1,0,4,,,3,,3,3,2,2,4,5,5,3,2,3,3,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,1,1,0,2,2,2,2,1,1,0,0,0,0,0,0,0,0,1,2,5,2,1,4,1,0,0,0,0,0,0,,3,,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,85017,3,1165.9,1,2,5/2/25 10:57,spanish,1.105093
